NumberOfIntegers,DataStructure,insert(),insertAt(),contains(),indexOf(),get(),delete()
3850000,Vector,11.64,1006.15,29.46,29.75,0.02,1016.81
3850000,Vector_Initialized,10.09,1060.47,30.34,29.21,0.02,1037.15

3900000,ArrayList,14.02,1017.1,29.89,28.81,0.01,1029.5
3900000,ArrayList_Initialized,11.68,1030.05,29.78,30.78,0.01,1015.45
3900000,LinkedList,10.84,64.45,95.25,97.63,63.5,0.05
3900000,Vector,15.1,1011.88,30.03,30.16,0.02,1020.56
3900000,Vector_Initialized,13.35,1015.71,32.76,32.74,0.02,1043.62

3950000,ArrayList,12.73,998.98,31.87,28.2,0.01,1007.26
3950000,ArrayList_Initialized,10.45,1024.83,28.62,28.6,0.01,1038.4
3950000,LinkedList,10.18,64.24,97.44,96.29,61.67,0.05
3950000,Vector,11.96,1024.46,32.81,32.84,0.02,1015.6
3950000,Vector_Initialized,12.07,1003.65,28.98,29.34,0.02,1014.35

4000000,ArrayList,15.62,1014.07,29.4,30.54,0.01,1006.06
4000000,ArrayList_Initialized,13.01,1022.71,30.88,31.55,0.01,1024.32
4000000,LinkedList,12.65,67.1,98.79,99.91,62.59,0.06
4000000,Vector,18.12,1029.71,33.31,34.4,0.02,1024.75
4000000,Vector_Initialized,14.16,1015.94,31.87,30.71,0.02,1027.74

4050000,ArrayList,12.24,1018.29,32.0,31.97,0.01,1028.63
4050000,ArrayList_Initialized,17.57,1092.18,30.93,34.17,0.01,1070.4
4050000,LinkedList,7.43,67.29,96.97,99.02,64.7,0.04
4050000,Vector,11.18,1034.65,30.47,30.37,0.02,1024.41
4050000,Vector_Initialized,9.2,1018.24,29.73,29.48,0.02,1019.89

4100000,ArrayList,13.54,1005.19,28.68,29.0,0.01,1019.72
4100000,ArrayList_Initialized,12.32,1032.76,34.17,33.55,0.01,1056.58
4100000,LinkedList,12.39,62.27,95.1,95.9,62.63,0.05
4100000,Vector,14.98,1018.75,30.73,32.44,0.02,1040.76
4100000,Vector_Initialized,13.43,1056.29,31.36,31.48,0.02,1057.35

4150000,ArrayList,12.33,1036.66,31.9,31.76,0.01,1048.84
4150000,ArrayList_Initialized,11.48,1002.58,28.99,28.7,0.01,1012.48
4150000,LinkedList,8.77,63.13,95.67,96.26,62.83,0.05
4150000,Vector,11.26,1074.57,29.98,31.17,0.03,1091.62
4150000,Vector_Initialized,11.09,1009.63,32.82,32.78,0.03,1002.0

4200000,ArrayList,13.93,1022.3,31.11,31.73,0.01,1015.63
4200000,ArrayList_Initialized,8.88,1035.21,30.96,30.7,0.01,1049.42
4200000,LinkedList,7.57,62.36,95.83,101.77,69.12,0.05
4200000,Vector,10.68,1020.75,31.75,31.99,0.02,1008.69
4200000,Vector_Initialized,9.42,1011.2,32.63,32.99,0.03,1030.46

4250000,ArrayList,14.23,1012.07,32.07,30.01,0.01,1007.66
4250000,ArrayList_Initialized,12.87,1009.57,29.29,30.38,0.01,1013.17
4250000,LinkedList,12.57,62.43,95.18,96.77,63.34,0.05
4250000,Vector,16.23,1028.46,31.42,31.41,0.02,1032.3
4250000,Vector_Initialized,13.28,1015.58,31.43,30.15,0.05,1028.43

4300000,ArrayList,12.79,1016.58,32.02,30.76,0.01,1013.78
4300000,ArrayList_Initialized,10.36,1024.25,29.38,31.78,0.01,1031.84
4300000,LinkedList,11.07,65.02,94.98,99.15,63.31,0.05
4300000,Vector,12.2,1028.58,30.23,31.37,0.02,1007.28
4300000,Vector_Initialized,11.44,1013.38,31.88,31.88,0.02,1017.17

4350000,ArrayList,16.37,1038.35,30.74,30.23,0.01,1064.44
4350000,ArrayList_Initialized,14.9,1013.93,34.79,30.12,0.01,1046.32
4350000,LinkedList,14.03,61.52,95.17,91.6,61.44,0.05
4350000,Vector,17.12,1040.84,31.5,32.02,0.02,1049.13
4350000,Vector_Initialized,17.38,1029.14,32.86,32.55,0.03,1024.28

4400000,ArrayList,18.5,1010.55,29.79,30.7,0.01,1036.1
4400000,ArrayList_Initialized,13.61,1046.77,28.02,31.08,0.01,1032.26
4400000,LinkedList,5.23,64.77,95.09,92.22,61.51,0.05
4400000,Vector,8.97,1015.24,30.52,29.85,0.02,1017.37
4400000,Vector_Initialized,8.69,1007.08,30.16,31.76,0.02,1033.3

4450000,ArrayList,12.33,1023.87,31.5,31.02,0.01,1052.2
4450000,ArrayList_Initialized,10.87,1018.87,31.46,31.93,0.01,1012.85
4450000,LinkedList,9.61,63.78,97.33,96.96,62.9,0.05
4450000,Vector,12.15,1023.56,31.74,31.89,0.02,1032.66
4450000,Vector_Initialized,11.46,1058.83,31.79,32.8,0.02,1066.28

4500000,ArrayList,11.78,1019.79,32.17,29.46,0.01,1016.92
4500000,ArrayList_Initialized,8.72,1044.84,31.06,31.06,0.01,1038.13
4500000,LinkedList,7.61,64.01,98.5,99.21,68.18,0.06
4500000,Vector,11.48,1011.84,34.31,32.17,0.02,1056.94
4500000,Vector_Initialized,9.9,1095.87,41.21,36.57,0.02,1128.95

4550000,ArrayList,12.05,1011.44,31.78,29.06,0.01,1016.35
4550000,ArrayList_Initialized,9.53,1009.25,31.52,31.66,0.01,1021.6
4550000,LinkedList,8.98,62.98,95.72,99.75,63.9,0.05
4550000,Vector,12.03,1062.34,32.52,32.11,0.02,1049.08
4550000,Vector_Initialized,11.22,1002.06,30.06,29.96,0.02,1038.18

4600000,ArrayList,13.8,1053.75,31.11,28.51,0.01,1048.07
4600000,ArrayList_Initialized,12.6,1008.45,28.65,28.82,0.01,1018.58
4600000,LinkedList,12.59,62.92,95.98,96.45,63.3,0.05
4600000,Vector,15.17,1013.05,33.0,33.24,0.02,1017.19
4600000,Vector_Initialized,13.6,1026.82,31.8,31.87,0.02,1009.17

4650000,ArrayList,13.02,1033.67,34.05,30.16,0.01,1016.67
4650000,ArrayList_Initialized,11.26,1044.11,29.54,29.2,0.01,1057.78
4650000,LinkedList,9.74,63.3,95.17,94.22,62.58,0.05
4650000,Vector,13.48,999.32,35.63,33.29,0.02,1027.47
4650000,Vector_Initialized,11.93,993.24,30.22,31.94,0.02,1022.92

4700000,ArrayList,16.25,1015.57,29.95,28.74,0.01,1017.75
4700000,ArrayList_Initialized,14.29,1016.9,32.61,32.7,0.01,1013.86
4700000,LinkedList,14.67,62.73,94.09,96.65,61.53,0.05
4700000,Vector,18.92,1020.51,31.83,31.56,0.02,1037.68
4700000,Vector_Initialized,17.88,1030.64,30.91,32.08,0.02,1037.47

4750000,ArrayList,16.02,1038.6,29.61,31.06,0.01,1035.42
4750000,ArrayList_Initialized,11.03,1036.45,29.18,29.21,0.01,1026.68
4750000,LinkedList,6.93,64.62,96.29,97.36,63.23,0.05
4750000,Vector,9.83,1017.42,30.18,30.04,0.02,1028.94
4750000,Vector_Initialized,8.86,1006.79,28.58,29.05,0.02,1022.55

4800000,ArrayList,10.8,1012.6,31.02,31.61,0.01,1015.81
4800000,ArrayList_Initialized,8.95,1007.16,33.02,27.94,0.01,1005.76
4800000,LinkedList,8.47,63.62,93.12,92.87,61.63,0.05
4800000,Vector,10.91,1028.88,30.03,30.86,0.02,1033.99
4800000,Vector_Initialized,10.17,1040.35,33.04,33.01,0.02,1041.85

4850000,ArrayList,22.39,1050.09,30.09,30.33,0.01,1034.5
4850000,ArrayList_Initialized,19.03,1060.0,30.62,31.19,0.01,1040.04
4850000,LinkedList,19.75,62.62,94.09,96.96,62.47,0.05
4850000,Vector,22.47,1159.61,29.46,29.94,0.03,1024.42
4850000,Vector_Initialized,42.27,1177.36,33.59,35.53,0.02,1072.08

4900000,ArrayList,13.64,1065.64,35.33,33.94,0.01,1048.87
4900000,ArrayList_Initialized,10.95,1028.97,33.0,32.1,0.01,1032.65
4900000,LinkedList,10.33,64.15,97.2,96.35,63.09,0.05
4900000,Vector,13.35,1020.26,32.04,33.15,0.02,1017.78
4900000,Vector_Initialized,11.43,1059.33,33.62,33.21,0.02,1045.7

4950000,ArrayList,23.95,1033.64,29.85,29.36,0.01,1047.94
4950000,ArrayList_Initialized,18.51,1023.14,31.14,32.2,0.01,1051.56
4950000,LinkedList,20.06,63.21,97.73,96.69,61.86,0.07
4950000,Vector,23.79,1028.94,31.83,32.05,0.02,1023.54
4950000,Vector_Initialized,21.23,1017.32,35.5,33.0,0.03,1018.24

5000000,ArrayList,18.68,1020.78,28.0,29.16,0.01,1025.63
5000000,ArrayList_Initialized,16.04,1042.09,32.03,32.01,0.01,1042.21
5000000,LinkedList,17.74,62.42,92.3,92.6,63.12,0.04
5000000,Vector,20.21,1017.27,33.02,32.2,0.02,1015.0
5000000,Vector_Initialized,19.71,1021.64,32.41,30.7,0.02,1028.04

5050000,ArrayList,11.89,1025.79,28.96,29.15,0.01,1035.32
5050000,ArrayList_Initialized,9.54,1011.95,29.33,31.33,0.01,1037.02
5050000,LinkedList,8.44,61.9,92.14,93.05,61.78,0.05
5050000,Vector,11.19,1004.99,32.03,32.05,0.02,1024.06
5050000,Vector_Initialized,11.2,1028.17,33.6,32.94,0.02,1036.72
