NumberOfIntegers,DataStructure,insert(),insertAt(),contains(),indexOf(),get(),delete()
6100000,ArrayList_Initialized,61,61,61,61,61,61
6100000,LinkedList,46,47,47,47,47,46
6100000,Vector,28,28,28,28,28,28
6100000,VectorInitialized,61,61,61,61,61,61

6150000,ArrayList,27,27,27,27,27,27
6150000,ArrayList_Initialized,61,61,61,61,61,61
6150000,LinkedList,46,47,47,47,47,46
6150000,Vector,28,28,28,28,28,28
6150000,VectorInitialized,61,61,61,61,61,61

6200000,ArrayList,27,27,27,27,27,27
6200000,ArrayList_Initialized,61,61,61,61,61,61
6200000,LinkedList,46,47,47,47,47,46
6200000,Vector,28,28,28,28,28,28
6200000,VectorInitialized,61,61,61,61,61,61

6250000,ArrayList,27,27,27,27,27,27
6250000,ArrayList_Initialized,61,61,61,61,61,61
6250000,LinkedList,46,47,47,47,47,46
6250000,Vector,28,28,28,28,28,28
6250000,VectorInitialized,61,61,61,61,61,61

6300000,ArrayList,27,27,27,27,27,27
6300000,ArrayList_Initialized,61,61,61,61,61,61
6300000,LinkedList,46,47,47,47,47,46
6300000,Vector,28,28,28,28,28,28
6300000,VectorInitialized,61,61,61,61,61,61

6350000,ArrayList,27,27,27,27,27,27
6350000,ArrayList_Initialized,61,61,61,61,61,61
6350000,LinkedList,46,47,47,47,47,46
6350000,Vector,28,28,28,28,28,28
6350000,VectorInitialized,61,61,61,61,61,61

6400000,ArrayList,27,27,27,27,27,27
6400000,ArrayList_Initialized,61,61,61,61,61,61
6400000,LinkedList,46,47,47,47,47,46
6400000,Vector,28,28,28,28,28,28
6400000,VectorInitialized,61,61,61,61,61,61

6450000,ArrayList,27,27,27,27,27,27
6450000,ArrayList_Initialized,61,61,61,61,61,61
6450000,LinkedList,46,47,47,47,47,46
6450000,Vector,28,28,28,28,28,28
6450000,VectorInitialized,61,61,61,61,61,61

6500000,ArrayList,27,27,27,27,27,27
6500000,ArrayList_Initialized,61,61,61,61,61,61
6500000,LinkedList,46,47,47,47,47,46
6500000,Vector,28,28,28,28,28,28
6500000,VectorInitialized,61,61,61,61,61,61

6550000,ArrayList,27,27,27,27,27,27
6550000,ArrayList_Initialized,61,61,61,61,61,61
6550000,LinkedList,46,47,47,47,47,46
6550000,Vector,28,28,28,28,28,28
6550000,VectorInitialized,61,61,61,61,61,61

6600000,ArrayList,27,27,27,27,27,27
6600000,ArrayList_Initialized,61,61,61,61,61,61
6600000,LinkedList,46,47,47,47,47,46
6600000,Vector,28,28,28,28,28,28
6600000,VectorInitialized,61,61,61,61,61,61

6650000,ArrayList,27,27,27,27,27,27
6650000,ArrayList_Initialized,61,61,61,61,61,61
6650000,LinkedList,46,47,47,47,47,46
6650000,Vector,28,28,28,28,28,28
6650000,VectorInitialized,61,61,61,61,61,61

6700000,ArrayList,27,27,27,27,27,27
6700000,ArrayList_Initialized,61,61,61,61,61,61
6700000,LinkedList,46,47,47,47,47,46
6700000,Vector,28,28,28,28,28,28
6700000,VectorInitialized,61,61,61,61,61,61

6750000,ArrayList,27,27,27,27,27,27
6750000,ArrayList_Initialized,61,61,61,61,61,61
6750000,LinkedList,46,47,47,47,47,46
6750000,Vector,28,28,28,28,28,28
6750000,VectorInitialized,61,61,61,61,61,61

6800000,ArrayList,27,27,27,27,27,27
6800000,ArrayList_Initialized,61,61,61,61,61,61
6800000,LinkedList,46,47,47,47,47,46
6800000,Vector,28,28,28,28,28,28
6800000,VectorInitialized,61,61,61,61,61,61

6850000,ArrayList,27,27,27,27,27,27
6850000,ArrayList_Initialized,61,61,61,61,61,61
6850000,LinkedList,46,47,47,47,47,46
6850000,Vector,28,28,28,28,28,28
6850000,VectorInitialized,61,61,61,61,61,61

6900000,ArrayList,27,27,27,27,27,27
6900000,ArrayList_Initialized,61,61,61,61,61,61
6900000,LinkedList,46,47,47,47,47,46
6900000,Vector,28,28,28,28,28,28
6900000,VectorInitialized,61,61,61,61,61,61

6950000,ArrayList,27,27,27,27,27,27
6950000,ArrayList_Initialized,61,61,61,61,61,61
6950000,LinkedList,46,47,47,47,47,46
6950000,Vector,28,28,28,28,28,28
6950000,VectorInitialized,61,61,61,61,61,61

7000000,ArrayList,27,27,27,27,27,27
7000000,ArrayList_Initialized,61,61,61,61,61,61
7000000,LinkedList,46,47,47,47,47,46
7000000,Vector,28,28,28,28,28,28
7000000,VectorInitialized,61,61,61,61,61,61

7050000,ArrayList,27,27,27,27,27,27
7050000,ArrayList_Initialized,61,61,61,61,61,61
7050000,LinkedList,46,47,47,47,47,46
7050000,Vector,28,28,28,28,28,28
7050000,VectorInitialized,61,61,61,61,61,61

7100000,ArrayList,27,27,27,27,27,27
7100000,ArrayList_Initialized,61,61,61,61,61,61
7100000,LinkedList,46,47,47,47,47,46
7100000,Vector,28,28,28,28,28,28
7100000,VectorInitialized,61,61,61,61,61,61

7150000,ArrayList,27,27,27,27,27,27
7150000,ArrayList_Initialized,61,61,61,61,61,61
7150000,LinkedList,46,47,47,47,47,46
7150000,Vector,28,28,28,28,28,28
7150000,VectorInitialized,61,61,61,61,61,61

7200000,ArrayList,27,27,27,27,27,27
7200000,ArrayList_Initialized,61,61,61,61,61,61
7200000,LinkedList,46,47,47,47,47,46
7200000,Vector,28,28,28,28,28,28
7200000,VectorInitialized,61,61,61,61,61,61

7250000,ArrayList,27,27,27,27,27,27
7250000,ArrayList_Initialized,61,61,61,61,61,61
7250000,LinkedList,46,47,47,47,47,46
7250000,Vector,28,28,28,28,28,28
7250000,VectorInitialized,61,61,61,61,61,61

7300000,ArrayList,27,27,27,27,27,27
7300000,ArrayList_Initialized,61,61,61,61,61,61
7300000,LinkedList,46,47,47,47,47,46
7300000,Vector,28,28,28,28,28,28
7300000,VectorInitialized,61,61,61,61,61,61

7350000,ArrayList,27,27,27,27,27,27
7350000,ArrayList_Initialized,61,61,61,61,61,61
7350000,LinkedList,46,47,47,47,47,46
7350000,Vector,28,28,28,28,28,28
7350000,VectorInitialized,61,61,61,61,61,61

7400000,ArrayList,27,27,27,27,27,27
7400000,ArrayList_Initialized,61,61,61,61,61,61
7400000,LinkedList,46,47,47,47,47,46
7400000,Vector,28,28,28,28,28,28
7400000,VectorInitialized,61,61,61,61,61,61

7450000,ArrayList,27,27,27,27,27,27
7450000,ArrayList_Initialized,61,61,61,61,61,61
7450000,LinkedList,46,47,47,47,47,46
7450000,Vector,28,28,28,28,28,28
7450000,VectorInitialized,61,61,61,61,61,61

7500000,ArrayList,27,27,27,27,27,27
7500000,ArrayList_Initialized,61,61,61,61,61,61
7500000,LinkedList,46,47,47,47,47,46
7500000,Vector,28,28,28,28,28,28
7500000,VectorInitialized,61,61,61,61,61,61

7550000,ArrayList,27,27,27,27,27,27
7550000,ArrayList_Initialized,61,61,61,61,61,61
7550000,LinkedList,46,47,47,47,47,46
7550000,Vector,28,28,28,28,28,28
7550000,VectorInitialized,61,61,61,61,61,61

7600000,ArrayList,27,27,27,27,27,27
7600000,ArrayList_Initialized,61,61,61,61,61,61
7600000,LinkedList,46,47,47,47,47,46
7600000,Vector,28,28,28,28,28,28
7600000,VectorInitialized,61,61,61,61,61,61

7650000,ArrayList,27,27,27,27,27,27
7650000,ArrayList_Initialized,61,61,61,61,61,61
7650000,LinkedList,46,47,47,47,47,46
7650000,Vector,28,28,28,28,28,28
7650000,VectorInitialized,61,61,61,61,61,61

7700000,ArrayList,27,27,27,27,27,27
7700000,ArrayList_Initialized,61,61,61,61,61,61
7700000,LinkedList,46,47,47,47,47,46
7700000,Vector,28,28,28,28,28,28
7700000,VectorInitialized,61,61,61,61,61,61

7750000,ArrayList,27,27,27,27,27,27
7750000,ArrayList_Initialized,61,61,61,61,61,61
7750000,LinkedList,47,47,47,47,47,47
7750000,Vector,29,29,29,29,29,29
7750000,VectorInitialized,62,62,62,62,62,62

7800000,ArrayList,28,28,28,28,28,28
7800000,ArrayList_Initialized,62,62,62,62,62,62
7800000,LinkedList,47,47,47,47,47,47
7800000,Vector,29,29,29,29,29,29
7800000,VectorInitialized,62,62,62,62,62,62

7850000,ArrayList,28,28,28,28,28,28
7850000,ArrayList_Initialized,62,62,62,62,62,62
7850000,LinkedList,47,47,47,47,47,47
7850000,Vector,29,29,29,29,29,29
7850000,VectorInitialized,62,62,62,62,62,62

7900000,ArrayList,28,28,28,28,28,28
7900000,ArrayList_Initialized,62,62,62,62,62,62
7900000,LinkedList,47,47,47,47,47,47
7900000,Vector,29,29,29,29,29,29
7900000,VectorInitialized,62,62,62,62,62,62

7950000,ArrayList,28,28,28,28,28,28
7950000,ArrayList_Initialized,62,62,62,62,62,62
7950000,LinkedList,47,47,47,47,47,47
7950000,Vector,29,29,29,29,29,29
7950000,VectorInitialized,62,62,62,62,62,62

8000000,ArrayList,28,28,28,28,28,28
8000000,ArrayList_Initialized,62,62,62,62,62,62
8000000,LinkedList,47,47,47,47,47,47
8000000,Vector,29,29,29,29,29,29
8000000,VectorInitialized,62,62,62,62,62,62

8050000,ArrayList,28,28,28,28,28,28
8050000,ArrayList_Initialized,62,62,62,62,62,62
8050000,LinkedList,47,47,47,47,47,47
8050000,Vector,29,29,29,29,29,29
8050000,VectorInitialized,62,62,62,62,62,62

8100000,ArrayList,28,28,28,28,28,28
8100000,ArrayList_Initialized,62,62,62,62,62,62
8100000,LinkedList,47,47,47,47,47,47
8100000,Vector,29,29,29,29,29,29
8100000,VectorInitialized,62,62,62,62,62,62

8150000,ArrayList,28,28,28,28,28,28
8150000,ArrayList_Initialized,62,62,62,62,62,62
8150000,LinkedList,47,47,47,47,47,47
8150000,Vector,29,29,29,29,29,29
8150000,VectorInitialized,62,62,62,62,62,62

8200000,ArrayList,28,28,28,28,28,28
8200000,ArrayList_Initialized,62,62,62,62,62,62
8200000,LinkedList,47,47,47,47,47,47
8200000,Vector,29,29,29,29,29,29
8200000,VectorInitialized,62,62,62,62,62,62

8250000,ArrayList,28,28,28,28,28,28
8250000,ArrayList_Initialized,62,62,62,62,62,62
8250000,LinkedList,47,47,47,47,47,47
8250000,Vector,29,29,29,29,29,29
8250000,VectorInitialized,62,62,62,62,62,62

8300000,ArrayList,28,28,28,28,28,28
8300000,ArrayList_Initialized,62,62,62,62,62,62
8300000,LinkedList,47,47,47,47,47,47
8300000,Vector,29,29,29,29,29,29
8300000,VectorInitialized,62,62,62,62,62,62

8350000,ArrayList,28,28,28,28,28,28
8350000,ArrayList_Initialized,62,62,62,62,62,62
8350000,LinkedList,47,47,47,47,47,47
8350000,Vector,29,29,29,29,29,29
8350000,VectorInitialized,62,62,62,62,62,62

8400000,ArrayList,28,28,28,28,28,28
8400000,ArrayList_Initialized,62,62,62,62,62,62
8400000,LinkedList,47,47,47,47,47,47
8400000,Vector,29,29,29,29,29,29
8400000,VectorInitialized,62,62,62,62,62,62

8450000,ArrayList,28,28,28,28,28,28
8450000,ArrayList_Initialized,62,62,62,62,62,62
8450000,LinkedList,47,47,47,47,47,47
8450000,Vector,29,29,29,29,29,29
8450000,VectorInitialized,62,62,62,62,62,62

8500000,ArrayList,28,28,28,28,28,28
8500000,ArrayList_Initialized,62,62,62,62,62,62
8500000,LinkedList,47,47,47,47,47,47
8500000,Vector,29,29,29,29,29,29
8500000,VectorInitialized,62,62,62,62,62,62

8550000,ArrayList,28,28,28,28,28,28
8550000,ArrayList_Initialized,62,62,62,62,62,62
8550000,LinkedList,47,47,47,47,47,47
8550000,Vector,29,29,29,29,29,29
8550000,VectorInitialized,62,62,62,62,62,62

8600000,ArrayList,28,28,28,28,28,28
8600000,ArrayList_Initialized,62,62,62,62,62,62
8600000,LinkedList,47,47,47,47,47,47
8600000,Vector,29,29,29,29,29,29
8600000,VectorInitialized,62,62,62,62,62,62

8650000,ArrayList,28,28,28,28,28,28
8650000,ArrayList_Initialized,62,62,62,62,62,62
8650000,LinkedList,47,47,47,47,47,47
8650000,Vector,29,29,29,29,29,29
8650000,VectorInitialized,62,62,62,62,62,62

8700000,ArrayList,28,28,28,28,28,28
8700000,ArrayList_Initialized,62,62,62,62,62,62
8700000,LinkedList,47,47,47,47,47,47
8700000,Vector,29,29,29,29,29,29
8700000,VectorInitialized,62,62,62,62,62,62

8750000,ArrayList,28,28,28,28,28,28
8750000,ArrayList_Initialized,62,62,62,62,62,62
8750000,LinkedList,47,47,47,47,47,47
8750000,Vector,29,29,29,29,29,29
8750000,VectorInitialized,62,62,62,62,62,62

8800000,ArrayList,28,28,28,28,28,28
8800000,ArrayList_Initialized,62,62,62,62,62,62
8800000,LinkedList,47,47,47,47,47,47
8800000,Vector,29,29,29,29,29,29
8800000,VectorInitialized,62,62,62,62,62,62

8850000,ArrayList,28,28,28,28,28,28
8850000,ArrayList_Initialized,62,62,62,62,62,62
8850000,LinkedList,47,47,47,47,47,47
8850000,Vector,29,29,29,29,29,29
8850000,VectorInitialized,62,62,62,62,62,62

8900000,ArrayList,28,28,28,28,28,28
8900000,ArrayList_Initialized,62,62,62,62,62,62
8900000,LinkedList,47,47,47,47,47,47
8900000,Vector,29,29,29,29,29,29
8900000,VectorInitialized,62,62,62,62,62,62

8950000,ArrayList,28,28,28,28,28,28
8950000,ArrayList_Initialized,62,62,62,62,62,62
8950000,LinkedList,47,47,47,47,47,47
8950000,Vector,29,29,29,29,29,29
8950000,VectorInitialized,62,62,62,62,62,62

9000000,ArrayList,28,28,28,28,28,28
9000000,ArrayList_Initialized,62,62,62,62,62,62
9000000,LinkedList,47,47,47,47,47,47
9000000,Vector,29,29,29,29,29,29
9000000,VectorInitialized,62,62,62,62,62,62

9050000,ArrayList,28,28,28,28,28,28
9050000,ArrayList_Initialized,62,62,62,62,62,62
9050000,LinkedList,47,47,47,47,47,47
9050000,Vector,29,29,29,29,29,29
9050000,VectorInitialized,62,62,62,62,62,62

9100000,ArrayList,28,28,28,28,28,28
9100000,ArrayList_Initialized,62,62,62,62,62,62
9100000,LinkedList,47,47,47,47,47,47
9100000,Vector,29,29,29,29,29,29
9100000,VectorInitialized,62,62,62,62,62,62

9150000,ArrayList,28,28,28,28,28,28
9150000,ArrayList_Initialized,62,62,62,62,62,62
9150000,LinkedList,47,47,47,47,47,47
9150000,Vector,29,29,29,29,29,29
9150000,VectorInitialized,62,62,62,62,62,62

9200000,ArrayList,28,28,28,28,28,28
9200000,ArrayList_Initialized,62,62,62,62,62,62
9200000,LinkedList,47,47,47,47,47,47
9200000,Vector,29,29,29,29,29,29
9200000,VectorInitialized,62,62,62,62,62,62

9250000,ArrayList,28,28,28,28,28,28
9250000,ArrayList_Initialized,62,62,62,62,62,62
9250000,LinkedList,47,47,47,47,47,47
9250000,Vector,29,29,29,29,29,29
9250000,VectorInitialized,62,62,62,62,62,62

9300000,ArrayList,28,28,28,28,28,28
9300000,ArrayList_Initialized,62,62,62,62,62,62
9300000,LinkedList,47,47,47,47,47,47
9300000,Vector,29,29,29,29,29,29
9300000,VectorInitialized,62,62,62,62,62,62

9350000,ArrayList,28,28,28,28,28,28
9350000,ArrayList_Initialized,62,62,62,62,62,62
9350000,LinkedList,47,47,47,47,47,47
9350000,Vector,29,29,29,29,29,29
9350000,VectorInitialized,62,62,62,62,62,62

9400000,ArrayList,28,28,28,28,28,28
9400000,ArrayList_Initialized,62,62,62,62,62,62
9400000,LinkedList,47,47,47,47,47,47
9400000,Vector,29,29,29,29,29,29
9400000,VectorInitialized,62,62,62,62,62,62

9450000,ArrayList,28,28,28,28,28,28
9450000,ArrayList_Initialized,62,62,62,62,62,62
9450000,LinkedList,47,47,47,47,47,47
9450000,Vector,29,29,29,29,29,29
9450000,VectorInitialized,62,62,62,62,62,62

9500000,ArrayList,28,28,28,28,28,28
9500000,ArrayList_Initialized,62,62,62,62,62,62
9500000,LinkedList,47,47,47,47,47,47
9500000,Vector,29,29,29,29,29,29
9500000,VectorInitialized,62,62,62,62,62,62

9550000,ArrayList,28,28,28,28,28,28
9550000,ArrayList_Initialized,62,62,62,62,62,62
9550000,LinkedList,47,47,47,47,47,47
9550000,Vector,29,29,29,29,29,29
9550000,VectorInitialized,62,62,62,62,62,62

9600000,ArrayList,28,28,28,28,28,28
9600000,ArrayList_Initialized,62,62,62,62,62,62
9600000,LinkedList,47,47,47,47,47,47
9600000,Vector,29,29,29,29,29,29
9600000,VectorInitialized,62,62,62,62,62,62

9650000,ArrayList,28,28,28,28,28,28
9650000,ArrayList_Initialized,62,62,62,62,62,62
9650000,LinkedList,47,47,47,47,47,47
9650000,Vector,29,29,29,29,29,29
9650000,VectorInitialized,62,62,62,62,62,62

9700000,ArrayList,28,28,28,28,28,28
9700000,ArrayList_Initialized,62,62,62,62,62,62
9700000,LinkedList,47,47,47,47,47,47
9700000,Vector,29,29,29,29,29,29
9700000,VectorInitialized,62,62,62,62,62,62

9750000,ArrayList,28,28,28,28,28,28
9750000,ArrayList_Initialized,62,62,62,62,62,62
9750000,LinkedList,47,47,47,47,47,47
9750000,Vector,29,29,29,29,29,29
9750000,VectorInitialized,62,62,62,62,62,62

9800000,ArrayList,28,28,28,28,28,28
9800000,ArrayList_Initialized,62,62,62,62,62,62
9800000,LinkedList,47,47,47,47,47,47
9800000,Vector,29,29,29,29,29,29
9800000,VectorInitialized,62,62,62,62,62,62

9850000,ArrayList,28,28,28,28,28,28
9850000,ArrayList_Initialized,62,62,62,62,62,62
9850000,LinkedList,47,47,47,47,47,47
9850000,Vector,29,29,29,29,29,29
9850000,VectorInitialized,62,62,62,62,62,62

9900000,ArrayList,28,28,28,28,28,28
9900000,ArrayList_Initialized,62,62,62,62,62,62
9900000,LinkedList,47,47,47,47,47,47
9900000,Vector,29,29,29,29,29,29
9900000,VectorInitialized,62,62,62,62,62,62

9950000,ArrayList,28,28,28,28,28,28
9950000,ArrayList_Initialized,62,62,62,62,62,62
9950000,LinkedList,47,47,47,47,47,47
9950000,Vector,29,29,29,29,29,29
9950000,VectorInitialized,62,62,62,62,62,62

10000000,ArrayList,28,28,28,28,28,28
10000000,ArrayList_Initialized,62,62,62,62,62,62
10000000,LinkedList,47,47,47,47,47,47
10000000,Vector,29,29,29,29,29,29
10000000,VectorInitialized,62,62,62,62,62,62

10050000,ArrayList,28,28,28,28,28,28
10050000,ArrayList_Initialized,62,62,62,62,62,62
10050000,LinkedList,47,47,47,47,47,47
10050000,Vector,29,29,29,29,29,29
10050000,VectorInitialized,62,62,62,62,62,62
