NumberOfIntegers,DataStructure,insert(),insertAt(),contains(),indexOf(),get(),delete()
3900000,Vector,26.26,1053.24,31.72,31.24,0.02,1026.1
3900000,Vector_Initialized,22.88,1020.75,32.51,32.42,0.02,1012.76

3950000,ArrayList,20.82,1030.51,35.79,37.6,0.01,1091.04
3950000,ArrayList_Initialized,19.39,1015.85,30.45,29.58,0.02,1019.03
3950000,LinkedList,21.03,69.0,95.45,95.03,62.21,0.04
3950000,Vector,27.3,1060.29,31.84,32.51,0.05,1026.92
3950000,Vector_Initialized,22.97,1015.63,32.53,30.57,0.03,1057.47

4000000,ArrayList,23.9,1080.36,34.79,34.39,0.01,1072.5
4000000,ArrayList_Initialized,18.82,1021.87,32.29,32.6,0.01,1022.71
4000000,LinkedList,8.12,86.1,111.75,101.42,67.09,0.06
4000000,Vector,10.42,1020.45,31.03,32.99,0.03,1030.36
4000000,Vector_Initialized,8.72,1004.98,30.93,32.63,0.03,1009.94

4050000,ArrayList,21.27,1023.05,32.17,30.89,0.01,1006.13
4050000,ArrayList_Initialized,19.87,1006.0,30.62,31.5,0.01,1056.47
4050000,LinkedList,24.32,71.3,99.92,102.93,67.54,0.09
4050000,Vector,25.5,1050.06,31.88,32.64,0.02,1025.84
4050000,Vector_Initialized,14.08,1092.17,30.89,31.92,0.02,1017.17

4100000,ArrayList,16.86,1002.38,30.89,28.79,0.02,1015.55
4100000,ArrayList_Initialized,14.51,1016.65,29.5,29.54,0.01,1025.39
4100000,LinkedList,15.26,68.27,98.17,95.62,63.07,0.03
4100000,Vector,18.33,987.29,29.73,29.97,0.02,1009.17
4100000,Vector_Initialized,16.38,1016.04,34.15,31.61,0.03,1014.57

4150000,ArrayList,20.77,993.89,31.49,31.1,0.01,1009.32
4150000,ArrayList_Initialized,24.83,1023.23,30.53,30.24,0.01,1021.09
4150000,LinkedList,400.86,83.57,116.26,105.56,67.96,0.06
4150000,Vector,8.68,1004.5,30.65,33.04,0.03,1027.83
4150000,Vector_Initialized,9.4,1018.87,30.77,31.25,0.02,1019.62

4200000,ArrayList,20.31,1009.32,32.37,27.39,0.01,1010.09
4200000,ArrayList_Initialized,20.45,1044.34,30.63,30.4,0.01,1027.52
4200000,LinkedList,20.65,68.31,97.25,94.79,63.09,0.07
4200000,Vector,24.29,988.39,32.96,32.08,0.02,1017.13
4200000,Vector_Initialized,22.38,1015.22,31.16,31.39,0.02,1026.97

4250000,ArrayList,14.52,1029.72,30.46,30.02,0.01,1022.58
4250000,ArrayList_Initialized,12.77,1019.4,29.95,29.87,0.01,1066.94
4250000,LinkedList,12.03,70.13,98.42,94.69,62.73,0.05
4250000,Vector,16.01,992.16,31.17,30.59,0.02,1020.19
4250000,Vector_Initialized,15.68,1053.05,31.66,30.85,0.02,1018.56

4300000,ArrayList,15.58,996.6,30.44,29.76,0.01,1012.57
4300000,ArrayList_Initialized,14.43,1017.3,29.37,30.24,0.01,1022.41
4300000,LinkedList,13.32,69.42,98.08,93.27,63.21,0.06
4300000,Vector,15.91,987.22,31.28,32.22,0.02,1012.49
4300000,Vector_Initialized,15.63,1022.19,31.0,30.65,0.02,1015.7

4350000,ArrayList,18.16,1021.95,29.32,29.82,0.01,1029.72
4350000,ArrayList_Initialized,16.39,1012.84,29.82,29.36,0.01,1043.41
4350000,LinkedList,17.39,72.1,100.07,99.62,66.59,0.05
4350000,Vector,20.09,992.09,31.58,31.12,0.02,1020.43
4350000,Vector_Initialized,19.28,1018.31,33.14,33.2,0.02,1020.18

4400000,ArrayList,11.92,1037.58,30.58,30.37,0.01,1004.0
4400000,ArrayList_Initialized,9.23,1011.69,30.75,29.76,0.01,1050.76
4400000,LinkedList,8.19,70.16,98.15,95.73,62.59,0.05
4400000,Vector,10.89,989.68,30.07,30.26,0.03,1010.06
4400000,Vector_Initialized,10.4,1090.49,35.88,36.25,0.02,1097.91

4450000,ArrayList,14.11,994.36,30.17,29.65,0.01,1142.38
4450000,ArrayList_Initialized,16.84,1137.79,33.3,33.38,0.01,1121.74
4450000,LinkedList,14.24,71.03,99.24,94.89,64.09,0.05
4450000,Vector,17.41,1011.15,32.42,32.14,0.02,1016.17
4450000,Vector_Initialized,15.87,1041.88,32.36,32.48,0.02,1020.6

4500000,ArrayList,12.69,1009.12,29.44,29.52,0.01,1030.65
4500000,ArrayList_Initialized,11.95,1022.36,29.91,29.21,0.01,1025.32
4500000,LinkedList,10.75,67.65,95.86,97.09,62.49,0.05
4500000,Vector,13.37,1013.35,30.26,31.76,0.02,1018.76
4500000,Vector_Initialized,13.36,1012.56,32.46,30.62,0.02,1010.09

4550000,ArrayList,15.31,1013.78,28.54,29.06,0.01,1012.55
4550000,ArrayList_Initialized,14.27,1003.48,29.46,30.32,0.01,1017.25
4550000,LinkedList,14.17,68.15,96.33,94.7,63.23,0.05
4550000,Vector,17.15,998.58,31.49,30.14,0.02,1052.95
4550000,Vector_Initialized,15.71,1033.04,33.38,32.94,0.03,1039.46

4600000,ArrayList,16.94,1034.62,30.18,30.04,0.01,1023.79
4600000,ArrayList_Initialized,15.84,1020.64,30.41,29.65,0.01,1021.21
4600000,LinkedList,15.85,67.99,95.77,95.2,62.78,0.06
4600000,Vector,18.12,1014.12,30.19,31.22,0.02,1005.48
4600000,Vector_Initialized,19.34,1026.11,31.07,31.43,0.02,1028.76

4650000,ArrayList,20.06,1022.47,34.82,33.82,0.01,1050.12
4650000,ArrayList_Initialized,18.4,1030.79,33.61,32.68,0.01,1022.84
4650000,LinkedList,189.08,86.02,114.9,103.12,66.96,0.05
4650000,Vector,10.5,1010.13,30.31,30.35,0.02,1025.84
4650000,Vector_Initialized,24.48,1066.1,30.91,31.74,0.02,1010.36

4700000,ArrayList,21.12,1014.05,30.78,30.91,0.01,1030.02
4700000,ArrayList_Initialized,19.16,1019.19,29.44,28.94,0.01,1021.83
4700000,LinkedList,22.23,62.96,95.67,97.3,62.58,0.05
4700000,Vector,23.44,996.24,33.56,32.49,0.02,1025.09
4700000,Vector_Initialized,21.71,1012.13,33.23,32.81,0.02,1019.11

4750000,ArrayList,21.39,1025.47,30.03,30.14,0.01,1023.4
4750000,ArrayList_Initialized,19.76,1025.64,30.48,29.93,0.01,1022.59
4750000,LinkedList,19.75,67.81,96.16,96.3,62.03,0.05
4750000,Vector,23.07,1001.72,29.82,31.98,0.02,1016.74
4750000,Vector_Initialized,21.43,1029.4,35.03,33.74,0.05,1077.55

4800000,ArrayList,12.74,1042.66,31.05,30.8,0.01,1028.18
4800000,ArrayList_Initialized,11.2,986.24,30.9,30.53,0.01,1039.18
4800000,LinkedList,12.88,63.75,96.82,95.92,63.72,0.05
4800000,Vector,13.49,1000.37,32.01,31.9,0.04,1002.05
4800000,Vector_Initialized,12.58,991.05,31.25,31.19,0.02,1129.2

4850000,ArrayList,14.5,1171.32,30.66,30.84,0.01,1108.54
4850000,ArrayList_Initialized,10.53,1074.65,31.0,30.59,0.01,1622.29
4850000,LinkedList,13.91,101.74,135.8,114.99,75.76,0.08
4850000,Vector,12.67,1095.98,35.59,34.32,0.02,1022.28
4850000,Vector_Initialized,15.0,1126.28,35.76,34.03,0.02,1042.92

4900000,ArrayList,23.94,1075.32,31.81,32.01,0.01,1003.04
4900000,ArrayList_Initialized,19.78,1011.64,29.82,29.68,0.01,1017.48
4900000,LinkedList,22.34,68.48,97.53,94.89,62.04,0.05
4900000,Vector,23.81,1000.39,29.88,29.29,0.02,1025.64
4900000,Vector_Initialized,22.48,1014.2,33.19,31.78,0.02,1038.62

4950000,ArrayList,20.29,1005.99,36.39,36.21,0.01,1061.7
4950000,ArrayList_Initialized,18.46,1040.17,33.51,33.2,0.01,1074.53
4950000,LinkedList,40.71,77.17,100.41,95.64,62.66,0.05
4950000,Vector,21.05,1020.12,29.21,29.51,0.02,1043.51
4950000,Vector_Initialized,23.66,1037.12,30.12,31.09,0.03,1033.1

5000000,ArrayList,11.61,1024.43,29.69,30.28,0.01,1018.55
5000000,ArrayList_Initialized,9.76,1057.45,32.22,30.04,0.01,1038.69
5000000,LinkedList,9.01,67.35,96.83,93.84,61.92,0.05
5000000,Vector,12.41,1008.0,31.84,32.79,0.02,1032.84
5000000,Vector_Initialized,10.61,1002.87,29.16,30.52,0.02,1008.53

5050000,ArrayList,20.69,995.38,30.1,30.7,0.01,1020.18
5050000,ArrayList_Initialized,19.58,1012.86,28.98,28.06,0.02,1003.01
5050000,LinkedList,184.91,79.87,97.61,95.1,62.89,0.06
5050000,Vector,9.93,1000.58,32.82,33.09,0.03,1034.33
5050000,Vector_Initialized,20.8,1031.04,32.77,32.88,0.02,1017.22

5100000,ArrayList,20.35,1009.24,31.29,31.4,0.01,1011.32
5100000,ArrayList_Initialized,19.25,1009.42,31.39,30.96,0.01,1015.32
5100000,LinkedList,20.76,63.28,96.17,96.05,61.76,0.05
5100000,Vector,24.57,1010.16,31.79,31.64,0.03,1025.42
5100000,Vector_Initialized,22.46,1014.21,30.25,29.51,0.02,1012.39

5150000,ArrayList,20.01,994.94,29.0,28.63,0.01,1022.42
5150000,ArrayList_Initialized,17.63,1005.46,32.31,31.75,0.01,1021.52
5150000,LinkedList,19.3,65.75,99.4,100.5,64.92,0.05
5150000,Vector,20.83,998.64,33.29,32.79,0.04,1037.86
5150000,Vector_Initialized,19.67,1009.94,33.78,34.59,0.02,1015.32

5200000,ArrayList,73.27,1019.73,29.1,30.09,0.01,1037.4
5200000,ArrayList_Initialized,8.61,1010.13,29.79,27.64,0.01,1029.67
5200000,LinkedList,7.67,66.39,98.97,106.75,72.5,0.06
5200000,Vector,10.86,1007.74,32.28,32.27,0.02,1012.35
5200000,Vector_Initialized,9.1,1009.92,32.56,32.44,0.02,1010.01

5250000,ArrayList,14.06,991.83,31.59,31.7,0.01,991.82
5250000,ArrayList_Initialized,14.14,997.98,29.92,31.37,0.01,1012.6
5250000,LinkedList,13.12,62.93,92.46,93.86,61.85,0.06
5250000,Vector,15.7,1030.92,33.31,33.49,0.04,1022.96
5250000,Vector_Initialized,14.16,1017.57,31.66,32.13,0.02,1002.98

5300000,ArrayList,12.64,989.5,30.92,31.75,0.01,1007.3
5300000,ArrayList_Initialized,10.96,993.87,31.89,31.79,0.01,1021.36
5300000,LinkedList,9.65,61.81,94.32,92.0,61.85,0.05
5300000,Vector,69.27,1022.77,30.01,30.16,0.02,1012.27
5300000,Vector_Initialized,8.63,1003.97,30.72,31.69,0.02,1019.02

5350000,ArrayList,21.48,1028.0,29.73,29.65,0.01,1016.14
5350000,ArrayList_Initialized,18.63,1007.14,31.5,31.35,0.01,1034.88
5350000,LinkedList,21.51,64.83,95.41,94.84,61.28,0.04
5350000,Vector,23.21,1009.37,32.8,33.82,0.03,1014.03
5350000,Vector_Initialized,22.12,1003.14,32.49,30.74,0.03,1020.02

5400000,ArrayList,19.31,999.39,33.68,34.33,0.01,1016.49
5400000,ArrayList_Initialized,16.93,1007.98,31.87,28.57,0.01,1016.65
5400000,LinkedList,16.82,63.66,96.31,98.66,63.51,0.05
5400000,Vector,22.87,1001.0,33.52,32.69,0.03,1006.39
5400000,Vector_Initialized,18.25,1003.87,29.8,30.14,0.02,1020.64

5450000,ArrayList,12.93,1017.8,28.18,29.74,0.01,1004.71
5450000,ArrayList_Initialized,11.42,1020.8,31.41,31.93,0.01,1006.7
5450000,LinkedList,11.01,62.67,92.46,91.53,61.09,0.05
5450000,Vector,13.35,1006.28,30.38,29.63,0.02,1007.87
5450000,Vector_Initialized,11.48,993.86,30.0,30.05,0.02,1024.12

5500000,ArrayList,21.08,1013.89,30.95,32.04,0.01,1001.88
5500000,ArrayList_Initialized,18.54,1000.89,29.94,31.01,0.01,1036.0
5500000,LinkedList,228.59,73.91,98.29,95.74,61.64,0.05
5500000,Vector,9.7,1024.68,31.05,31.08,0.02,1001.81
5500000,Vector_Initialized,8.48,1006.97,32.41,32.99,0.02,1018.03

5550000,ArrayList,21.68,984.54,30.42,30.18,0.01,1013.6
5550000,ArrayList_Initialized,21.34,1016.74,30.0,31.27,0.01,1014.41
5550000,LinkedList,21.4,62.86,95.55,95.36,61.58,0.05
5550000,Vector,22.54,997.79,31.75,32.58,0.02,1005.95
5550000,Vector_Initialized,22.74,1009.29,30.3,32.85,0.02,1015.71

5600000,ArrayList,14.92,1006.72,28.92,29.52,0.02,1010.83
5600000,ArrayList_Initialized,13.58,1023.64,31.5,31.6,0.01,1019.12
5600000,LinkedList,12.66,61.92,95.66,95.86,62.35,0.05
5600000,Vector,16.72,993.81,28.78,29.27,0.02,995.65
5600000,Vector_Initialized,15.52,1005.3,30.18,30.39,0.03,1015.63

5650000,ArrayList,11.28,1012.99,28.56,31.34,0.01,1005.3
5650000,ArrayList_Initialized,9.95,994.97,30.13,29.85,0.01,1020.57
5650000,LinkedList,8.77,63.18,94.38,95.01,63.55,0.05
5650000,Vector,11.8,1006.2,32.58,32.99,0.02,1014.91
5650000,Vector_Initialized,12.3,1018.86,32.66,32.71,0.02,998.06

5700000,ArrayList,20.12,1005.19,29.15,30.4,0.01,1017.02
5700000,ArrayList_Initialized,19.23,1034.71,29.2,30.14,0.01,1024.65
5700000,LinkedList,19.91,62.31,95.91,94.42,60.82,0.05
5700000,Vector,24.59,997.08,30.76,31.34,0.03,1009.57
5700000,Vector_Initialized,22.39,1002.76,32.96,30.99,0.02,1000.79

5750000,ArrayList,16.75,999.21,29.12,30.2,0.01,1010.31
5750000,ArrayList_Initialized,13.15,1177.9,29.15,30.01,0.01,1152.69
5750000,LinkedList,14.17,63.13,95.49,94.31,62.75,0.04
5750000,Vector,16.01,1004.91,30.59,28.92,0.02,1003.3
5750000,Vector_Initialized,15.09,1008.48,31.33,30.8,0.02,1029.47

5800000,ArrayList,19.53,1007.68,29.03,31.26,0.01,997.03
5800000,ArrayList_Initialized,17.61,997.81,29.5,29.63,0.01,1002.71
5800000,LinkedList,19.06,63.15,97.26,96.92,62.95,0.05
5800000,Vector,21.09,1025.64,30.77,30.47,0.02,1016.5
5800000,Vector_Initialized,19.82,991.74,30.31,31.3,0.02,1020.19

5850000,ArrayList,16.87,1030.12,28.68,27.78,0.01,1015.74
5850000,ArrayList_Initialized,16.06,1007.57,29.41,30.13,0.01,1000.95
5850000,LinkedList,15.5,64.04,98.68,97.16,64.36,0.05
5850000,Vector,17.77,995.09,28.76,32.07,0.02,1012.72
5850000,Vector_Initialized,16.93,998.5,30.29,30.85,0.02,1014.35

5900000,ArrayList,20.1,1012.45,31.24,31.76,0.01,1009.11
5900000,ArrayList_Initialized,16.77,1007.31,33.35,33.02,0.01,1020.98
5900000,LinkedList,17.59,65.76,98.98,93.97,64.14,0.05
5900000,Vector,20.23,1012.13,29.7,32.04,0.02,1011.41
5900000,Vector_Initialized,14.16,1012.38,31.38,32.04,0.02,1009.72

5950000,ArrayList,11.46,1018.79,31.55,34.03,0.01,1040.11
5950000,ArrayList_Initialized,9.5,1036.78,31.41,31.58,0.01,1030.73
5950000,LinkedList,8.33,61.94,93.95,95.2,61.21,0.05
5950000,Vector,11.43,1020.99,33.52,32.63,0.02,1039.93
5950000,Vector_Initialized,9.75,1008.66,31.13,30.1,0.02,1013.26

6000000,ArrayList,22.83,1005.49,29.92,27.41,0.01,1019.5
6000000,ArrayList_Initialized,19.65,1009.71,29.87,30.33,0.01,1025.68
6000000,LinkedList,20.75,63.6,96.19,95.47,63.38,0.05
6000000,Vector,22.72,1017.79,30.78,30.29,0.02,1013.79
6000000,Vector_Initialized,21.92,1012.69,32.67,32.58,0.02,1016.21

6050000,ArrayList,19.39,1014.93,29.6,27.79,0.01,1012.56
6050000,ArrayList_Initialized,18.22,1021.55,30.78,30.98,0.01,1013.58
6050000,LinkedList,19.6,62.46,96.11,92.59,62.3,0.05
6050000,Vector,21.81,1004.04,28.95,29.51,0.03,1010.64
6050000,Vector_Initialized,21.4,1003.38,29.29,29.68,0.02,1011.45

6100000,ArrayList,75.79,1031.06,31.48,32.02,0.01,1023.08
6100000,ArrayList_Initialized,8.77,1000.76,28.9,29.89,0.01,1014.03
6100000,LinkedList,6.0,62.87,93.79,94.57,61.3,0.05
6100000,Vector,9.85,1001.52,32.19,31.99,0.02,1030.3
6100000,Vector_Initialized,9.03,1021.6,28.51,31.57,0.02,1016.08

6150000,ArrayList,15.69,1003.04,31.0,31.63,0.01,1012.84
6150000,ArrayList_Initialized,14.75,1022.99,28.7,31.01,0.01,1009.97
6150000,LinkedList,14.08,61.94,95.87,96.26,62.4,0.05
6150000,Vector,17.19,1012.2,30.78,32.92,0.02,1027.05
6150000,Vector_Initialized,19.36,1010.93,32.75,32.91,0.02,1010.24

6200000,ArrayList,15.12,1020.89,33.13,31.92,0.01,1025.63
6200000,ArrayList_Initialized,13.39,997.02,31.47,31.24,0.01,1033.63
6200000,LinkedList,14.6,65.36,96.39,97.89,64.17,0.05
6200000,Vector,16.65,1006.77,32.57,32.59,0.02,1016.39
6200000,Vector_Initialized,15.12,1011.47,30.65,30.45,0.02,1010.57

6250000,ArrayList,15.79,1011.09,29.67,30.55,0.01,1010.34
6250000,ArrayList_Initialized,12.51,1033.46,27.9,27.87,0.01,1003.23
6250000,LinkedList,7.05,66.1,94.35,95.63,62.86,0.05
6250000,Vector,10.11,1038.14,33.05,31.71,0.02,1004.73
6250000,Vector_Initialized,9.32,998.77,32.15,32.17,0.03,1008.58

6300000,ArrayList,11.55,1007.71,31.56,31.18,0.01,1004.94
6300000,ArrayList_Initialized,9.95,996.57,31.31,28.67,0.01,1020.46
6300000,LinkedList,9.29,63.08,93.41,93.03,61.93,0.05
6300000,Vector,11.8,999.47,32.14,32.13,0.02,1017.77
6300000,Vector_Initialized,11.44,1002.57,32.02,32.12,0.02,998.69

6350000,ArrayList,20.35,1006.91,33.98,31.19,0.01,1011.44
6350000,ArrayList_Initialized,18.68,983.96,28.48,28.5,0.01,988.45
6350000,LinkedList,20.12,62.39,90.65,94.02,61.28,0.05
6350000,Vector,23.43,1000.4,30.71,31.83,0.02,995.97
6350000,Vector_Initialized,22.08,1002.04,30.52,30.91,0.02,993.88

6400000,ArrayList,19.11,995.68,30.75,31.41,0.01,1007.47
6400000,ArrayList_Initialized,18.11,994.23,35.38,32.54,0.01,994.07
6400000,LinkedList,19.52,64.46,94.61,93.02,61.96,0.06
6400000,Vector,21.08,1043.2,32.45,33.05,0.02,1024.59
6400000,Vector_Initialized,14.35,1026.48,32.4,32.39,0.02,998.98

6450000,ArrayList,11.3,1018.54,28.88,28.99,0.01,1030.74
6450000,ArrayList_Initialized,9.18,1007.12,29.13,30.96,0.01,1004.82
6450000,LinkedList,8.14,63.87,94.55,91.62,61.39,0.05
6450000,Vector,10.77,994.92,30.59,29.13,0.02,1004.87
6450000,Vector_Initialized,10.73,999.87,31.76,31.66,0.02,1011.65

6500000,ArrayList,23.03,1004.83,29.47,27.73,0.01,1001.67
6500000,ArrayList_Initialized,18.9,1015.15,29.6,30.04,0.01,1015.45
6500000,LinkedList,20.66,62.39,99.05,99.81,63.65,0.05
6500000,Vector,28.4,1006.81,31.71,29.86,0.02,1004.92
6500000,Vector_Initialized,22.02,1019.37,32.31,30.16,0.02,1037.8

6550000,ArrayList,17.67,1021.31,30.2,29.36,0.01,1004.89
6550000,ArrayList_Initialized,15.98,1011.0,31.34,29.05,0.01,1015.73
6550000,LinkedList,17.02,65.53,99.21,99.75,65.81,0.06
6550000,Vector,20.09,1037.17,31.75,30.04,0.02,1013.35
6550000,Vector_Initialized,14.0,1016.0,32.9,33.4,0.03,1010.86

6600000,ArrayList,11.03,1027.65,29.81,31.36,0.01,1029.61
6600000,ArrayList_Initialized,9.01,1012.76,31.29,30.91,0.01,1067.08
6600000,LinkedList,8.01,63.9,94.07,93.39,61.86,0.05
6600000,Vector,11.99,1032.58,31.94,32.64,0.02,1015.18
6600000,Vector_Initialized,10.33,1010.9,31.34,33.29,0.02,1022.8

6650000,ArrayList,21.05,999.27,31.69,31.35,0.01,1009.23
6650000,ArrayList_Initialized,19.81,1000.21,29.13,30.95,0.01,1010.13
6650000,LinkedList,20.74,62.76,99.38,101.1,64.75,0.05
6650000,Vector,28.08,1036.27,30.5,30.28,0.02,1181.99
6650000,Vector_Initialized,35.99,1065.18,34.23,32.65,0.02,1040.49

6700000,ArrayList,20.51,1000.34,29.12,28.78,0.01,994.59
6700000,ArrayList_Initialized,19.25,998.55,28.34,29.41,0.01,990.97
6700000,LinkedList,162.0,73.08,100.27,95.06,62.15,0.07
6700000,Vector,10.5,1000.68,30.11,30.17,0.04,1022.75
6700000,Vector_Initialized,8.12,989.81,29.94,31.32,0.02,997.75

6750000,ArrayList,75.28,1023.61,31.0,28.83,0.01,1014.6
6750000,ArrayList_Initialized,8.21,989.69,31.21,31.29,0.01,1014.33
6750000,LinkedList,7.2,63.59,96.87,95.78,61.96,0.04
6750000,Vector,9.65,1000.51,32.56,29.32,0.02,986.56
6750000,Vector_Initialized,8.36,1007.54,29.95,32.92,0.02,1003.57

6800000,ArrayList,15.52,1017.16,29.08,28.65,0.01,1011.72
6800000,ArrayList_Initialized,13.69,1012.8,31.58,29.85,0.01,1014.25
6800000,LinkedList,12.94,64.9,97.68,95.89,61.97,0.05
6800000,Vector,16.0,990.88,31.35,32.94,0.02,1035.51
6800000,Vector_Initialized,14.71,1013.23,31.52,30.46,0.02,1010.88

6850000,ArrayList,16.4,1017.39,33.84,34.66,0.01,1006.41
6850000,ArrayList_Initialized,13.67,1000.59,28.44,28.39,0.01,1004.39
6850000,LinkedList,14.74,63.16,94.42,95.63,61.52,0.05
6850000,Vector,17.46,1003.74,32.39,32.21,0.02,1017.02
6850000,Vector_Initialized,15.89,1015.38,32.87,31.75,0.02,1019.08

6900000,ArrayList,19.82,1018.15,29.99,29.58,0.01,1030.62
6900000,ArrayList_Initialized,15.9,1014.27,30.74,32.1,0.01,1131.89
6900000,LinkedList,18.86,71.15,102.92,98.28,61.65,0.05
6900000,Vector,19.75,1013.1,32.46,32.16,0.02,1049.68
6900000,Vector_Initialized,22.48,1023.1,33.13,33.06,0.03,1015.24

6950000,ArrayList,17.82,1019.99,30.11,29.83,0.01,1006.93
6950000,ArrayList_Initialized,13.67,1000.62,31.56,31.98,0.01,1015.97
6950000,LinkedList,12.66,62.78,98.55,97.17,62.34,0.04
6950000,Vector,16.68,1013.08,30.02,30.75,0.02,1021.9
6950000,Vector_Initialized,14.33,1003.24,32.44,32.56,0.02,1024.17

7000000,ArrayList,18.1,1016.88,31.57,28.24,0.01,1006.13
7000000,ArrayList_Initialized,14.22,1023.69,32.34,27.59,0.01,1027.26
7000000,LinkedList,14.9,62.16,91.93,94.45,62.11,0.04
7000000,Vector,16.93,985.3,30.43,31.03,0.02,1008.54
7000000,Vector_Initialized,16.55,1012.35,32.5,36.68,0.02,1035.21

7050000,ArrayList,11.42,1002.92,31.61,31.46,0.01,996.48
7050000,ArrayList_Initialized,9.54,999.66,31.55,31.4,0.01,1019.22
7050000,LinkedList,9.44,63.06,95.54,95.52,61.78,0.05
7050000,Vector,12.26,1011.57,32.3,31.51,0.02,1024.14
7050000,Vector_Initialized,14.47,1022.34,30.97,30.9,0.02,1015.93

7100000,ArrayList,11.92,998.29,28.96,28.64,0.01,1018.19
7100000,ArrayList_Initialized,10.58,1009.54,31.61,31.28,0.01,1037.87
7100000,LinkedList,11.68,66.48,95.32,98.36,61.43,0.07
7100000,Vector,12.26,1006.3,32.51,32.32,0.02,999.65
7100000,Vector_Initialized,11.02,1008.85,32.11,31.13,0.02,1004.41

7150000,ArrayList,20.45,1006.29,31.14,31.43,0.01,1013.49
7150000,ArrayList_Initialized,18.81,1020.89,30.92,28.41,0.01,1001.61
7150000,LinkedList,20.82,62.52,96.29,94.8,62.12,0.05
7150000,Vector,22.51,1014.19,28.6,30.72,0.02,1023.06
7150000,Vector_Initialized,22.1,1008.37,31.98,32.39,0.02,1007.53

7200000,ArrayList,99.22,1007.32,28.42,28.24,0.01,1011.86
7200000,ArrayList_Initialized,7.96,1002.55,30.27,27.84,0.01,1009.73
7200000,LinkedList,6.3,62.45,96.36,96.26,62.12,0.05
7200000,Vector,9.91,1017.91,32.28,32.92,0.02,1025.98
7200000,Vector_Initialized,8.35,1006.31,33.01,31.87,0.02,1024.37

7250000,ArrayList,71.57,1008.07,28.86,28.13,0.01,1019.49
7250000,ArrayList_Initialized,8.7,1032.93,28.28,28.65,0.01,1024.47
7250000,LinkedList,7.23,62.85,95.54,91.05,60.99,0.05
7250000,Vector,9.62,993.84,31.66,32.53,0.02,1031.67
7250000,Vector_Initialized,8.26,1005.82,31.7,32.22,0.02,1035.13

7300000,ArrayList,22.76,1060.27,31.96,32.17,0.01,1032.27
7300000,ArrayList_Initialized,19.2,1041.76,31.14,33.14,0.01,992.35
7300000,LinkedList,20.45,62.41,96.31,96.46,62.52,0.05
7300000,Vector,23.95,999.74,32.88,33.74,0.02,1018.91
7300000,Vector_Initialized,22.08,999.84,31.01,29.7,0.02,1023.73

7350000,ArrayList,20.38,1017.49,28.36,28.91,0.01,1005.33
7350000,ArrayList_Initialized,17.56,1014.24,34.53,34.27,0.01,1026.1
7350000,LinkedList,19.74,61.48,96.77,97.41,63.62,0.05
7350000,Vector,21.06,1003.94,29.57,30.66,0.02,1026.49
7350000,Vector_Initialized,20.48,994.46,29.72,30.06,0.02,995.91

7400000,ArrayList,12.86,999.3,29.96,31.13,0.01,1001.07
7400000,ArrayList_Initialized,10.99,990.99,30.79,30.93,0.01,1005.81
7400000,LinkedList,10.67,63.04,95.89,94.92,61.07,0.05
7400000,Vector,13.03,1010.83,31.77,28.95,0.02,995.64
7400000,Vector_Initialized,12.79,999.14,31.53,31.63,0.02,1034.49

7450000,ArrayList,16.12,1009.73,32.01,31.44,0.01,1005.35
7450000,ArrayList_Initialized,14.08,998.6,28.89,29.3,0.02,1002.84
7450000,LinkedList,16.36,62.52,93.76,93.78,62.78,0.09
7450000,Vector,16.54,1026.16,30.67,32.37,0.02,1011.86
7450000,Vector_Initialized,16.44,1039.57,29.91,29.07,0.02,1011.23

7500000,ArrayList,12.2,1013.98,35.43,34.06,0.01,1025.09
7500000,ArrayList_Initialized,7.91,1007.73,34.8,31.52,0.01,1036.76
7500000,LinkedList,8.1,64.52,96.41,94.04,61.79,0.05
7500000,Vector,9.92,1004.64,33.1,31.54,0.02,1029.35
7500000,Vector_Initialized,23.1,1014.24,32.83,32.59,0.02,1041.27

7550000,ArrayList,24.75,1003.85,33.66,31.01,0.01,1034.99
7550000,ArrayList_Initialized,18.63,1031.98,31.39,32.44,0.01,1041.67
7550000,LinkedList,20.85,64.57,96.16,95.92,62.04,0.03
7550000,Vector,23.67,1023.9,33.43,33.25,0.02,1007.63
7550000,Vector_Initialized,21.51,1046.88,32.47,32.39,0.02,1027.35

7600000,ArrayList,18.33,1006.76,28.69,31.91,0.01,1028.99
7600000,ArrayList_Initialized,16.85,1018.91,31.79,31.23,0.01,1013.32
7600000,LinkedList,16.2,62.49,93.48,98.29,64.21,0.06
7600000,Vector,20.27,1010.71,32.05,32.64,0.02,1001.53
7600000,Vector_Initialized,17.86,1006.93,29.61,30.1,0.02,1010.68

7650000,ArrayList,65.82,1019.58,30.67,31.01,0.01,1025.18
7650000,ArrayList_Initialized,10.1,1014.5,28.3,28.2,0.01,1010.56
7650000,LinkedList,7.5,63.11,91.41,92.05,61.18,0.04
7650000,Vector,11.51,998.07,31.43,31.7,0.02,1016.74
7650000,Vector_Initialized,8.65,1016.11,33.06,33.01,0.02,1018.93

7700000,ArrayList,22.74,1024.52,30.19,30.44,0.01,1014.11
7700000,ArrayList_Initialized,19.06,1033.55,30.24,29.87,0.01,1025.31
